otuId	Confidence	Kingdom	Phylum	Class	Order	Family	Genus	Species
484	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	
485	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter	
486	0	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	
487	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
488	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	
489	0	Bacteria	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	
490	0	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified	Gaiellales_unclassified	
491	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	
492	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
493	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Azospira	
494	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerosporomusa	
495	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophaceae_unclassified	
496	0	Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_unclassified	Ignavibacteriales_unclassified	
497	0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria_fa	Candidatus_Kaiserbacteria_ge	
498	0	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	
499	0	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Candidatus_Peribacteria_fa	Candidatus_Peribacteria_ge	
500	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella	
501	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	
502	0	Bacteria	Firmicutes	Clostridia	Clostridiales	TC1	TC1_ge	
503	0	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Silvanigrella	
504	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	
505	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Fonticella	
506	0	Bacteria	Proteobacteria	Gammaproteobacteria	1013-28-CG33	1013-28-CG33_fa	1013-28-CG33_ge	
507	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	uncultured	
508	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Vibrionimonas	
509	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_unclassified	Mollicutes_unclassified	Mollicutes_unclassified	
510	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	uncultured	
511	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus	
512	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	uncultured	uncultured_ge	
513	0	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
514	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	
515	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
516	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	
517	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	
518	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera	
519	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	BIrii41_ge	
520	0	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	uncultured	
521	0	Bacteria	Spirochaetes	Brachyspirae	Brachyspirales	Brachyspirales_Incertae_Sedis	Exilispira	
522	0	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter	
523	0	Bacteria	Firmicutes	BRH-c20a	BRH-c20a_or	BRH-c20a_fa	BRH-c20a_ge	
524	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	JGI-0000079-D21	
525	0	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriales_unclassified	Coriobacteriales_unclassified	
526	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	ST-12K33	ST-12K33_ge	
527	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
528	0	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallaceae_ge	
529	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	
530	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacterales_unclassified	Solirubrobacterales_unclassified	
531	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae_ge	
532	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_ge	
533	0	Bacteria	Nitrospirae	Thermodesulfovibrionia	uncultured	uncultured_fa	uncultured_ge	
534	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Marinobacterium	
535	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	
536	0	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	uncultured	uncultured_ge	
537	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Aquaspirillaceae	Microvirgula	
538	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_4	Anaerosolibacter	
539	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	
540	0	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	Oxyphotobacteria_unclassified	
541	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Caloramator	
542	0	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetales_unclassified	Planctomycetales_unclassified	
543	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella	
544	0	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Paracaedibacteraceae_unclassified	
545	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
546	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus	
547	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
548	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Castellaniella	
549	0	Bacteria	Actinobacteria	WCHB1-81	WCHB1-81_or	WCHB1-81_fa	WCHB1-81_ge	
550	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	
551	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	
552	0	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	Mollicutes_RF39_fa	Mollicutes_RF39_ge	
553	0	Bacteria	Atribacteria	Caldatribacteriia	Caldatribacteriales	Caldatribacteriaceae	Candidatus_Caldatribacterium	
554	0	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	053A03-B-DI-P58	053A03-B-DI-P58_ge	
555	0	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
556	0	Bacteria	Firmicutes	Clostridia	Clostridiales	uncultured	uncultured_ge	
557	0	Bacteria	Omnitrophicaeota	Omnitrophicaeota_unclassified	Omnitrophicaeota_unclassified	Omnitrophicaeota_unclassified	Omnitrophicaeota_unclassified	
558	0	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
559	0	Bacteria	Proteobacteria	Gammaproteobacteria	EV818SWSAP88	EV818SWSAP88_fa	EV818SWSAP88_ge	
560	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	KD3-93_ge	
561	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	ML635J-40_aquatic_group	ML635J-40_aquatic_group_ge	
562	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	
563	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	
564	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120	
565	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
566	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	AAP99	
567	0	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	
568	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family_III	Thermoanaerobacterium	
569	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	
570	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	S50_wastewater-sludge_group	
571	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_unclassified	Flavobacteriales_unclassified	
572	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	
573	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfofustis	
574	0	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	uncultured	
575	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	
576	0	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	
577	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	
578	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	
579	0	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	
580	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Natronincola	
581	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	uncultured	
582	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Thermosinus	
583	0	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	R7C24_fa	R7C24_ge	
584	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
585	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Candidatus_Nucleicultrix	
586	0	Bacteria	WS4	WS4_cl	WS4_or	WS4_fa	WS4_ge	
587	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
588	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	
589	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Baia	
590	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
591	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	XBB1006	
592	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	
593	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	
594	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcaceae_unclassified	
595	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	
596	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	
597	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	
598	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	
599	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerospora	
600	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	
601	0	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales_fa	Gastranaerophilales_ge	
602	0	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	
603	0	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter	
604	0	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	
605	0	Bacteria	Cloacimonetes	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	W5	
606	0	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera	
607	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Aquabacterium	
608	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Candidatus_Accumulibacter	
609	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Vogesella	
610	0	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	uncultured	
611	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	
612	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	
613	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Undibacterium	
614	0	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
615	0	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	
616	0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Candidatus_Nomurabacteria_fa	Candidatus_Nomurabacteria_ge	
617	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangiaceae_unclassified	
618	0	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	
619	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
620	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	
621	0	Bacteria	Cyanobacteria	Melainabacteria	Melainabacteria_unclassified	Melainabacteria_unclassified	Melainabacteria_unclassified	
622	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	
623	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae_unclassified	
624	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ercella	
625	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Anoxynatronum	
626	0	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	
627	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767_ge	
628	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	
629	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_unclassified	
630	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chitinimonadaceae	Chitinivorax	
631	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcales_unclassified	Micrococcales_unclassified	
632	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium	
633	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillales_unclassified	Oceanospirillales_unclassified	
634	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales_unclassified	Verrucomicrobiales_unclassified	
635	0	Bacteria	Cloacimonetes	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Candidatus_Cloacimonas	
636	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	
637	0	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria_or	Berkelbacteria_fa	Berkelbacteria_ge	
638	0	Bacteria	Acetothermia	Acetothermiia	Acetothermiia_or	Acetothermiia_fa	Acetothermiia_ge	
639	0	Bacteria	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	KF-JG30-C25_fa	KF-JG30-C25_ge	
640	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonadaceae_unclassified	
641	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylobacillus	
642	0	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae_unclassified	
643	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	
644	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	
645	0	Bacteria	WS1	WS1_cl	WS1_or	WS1_fa	WS1_ge	
646	0	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	
647	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Seinonella	
648	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Gottschalkia	
649	0	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	AUTHM297	
650	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
651	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
652	0	Bacteria	Elusimicrobia	Lineage_IIb	Lineage_IIb_or	Lineage_IIb_fa	Lineage_IIb_ge	
653	0	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26	BSV26_ge	
654	0	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	Izimaplasmataceae	Izimaplasmataceae_ge	
655	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	DMER64	
656	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17_ge	
657	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Parapusillimonas	
658	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	
659	0	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacteraceae_unclassified	
660	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	
661	0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacterales_Incertae_Sedis	Zavarzinia	
662	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	
663	0	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified	
664	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	
665	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Leeiaceae	Leeia	
666	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
667	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
668	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	
669	0	Bacteria	Elusimicrobia	Elusimicrobia	MVP-88	MVP-88_fa	MVP-88_ge	
670	0	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	
671	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Niveibacterium	
672	0	Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36_ge	
673	0	Bacteria	Cyanobacteria	Oxyphotobacteria	Limnotrichales	Limnotrichaceae	Limnothrix	
674	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_ge	
675	0	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02	Lenti-02_ge	
676	0	Bacteria	Aquificae	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Sulfurihydrogenibium	
677	0	Bacteria	Chloroflexi	N9D0	N9D0_or	N9D0_fa	N9D0_ge	
678	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	DSSD61	
679	0	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Solimonas	
680	0	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia	
681	0	Bacteria	Lentisphaerae	Lentisphaerae_unclassified	Lentisphaerae_unclassified	Lentisphaerae_unclassified	Lentisphaerae_unclassified	
682	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Dechlorobacter	
683	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	
684	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	
685	0	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea	
686	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	
687	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	
688	0	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsaceae_unclassified	
689	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylophilaceae_unclassified	
690	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
691	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter	
692	0	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	EBM-39	
693	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	
694	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Blastocatella	
695	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	
696	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Family_XII_unclassified	
697	0	Bacteria	Caldiserica	Caldisericia	Caldisericales	TTA-B15	TTA-B15_ge	
698	0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	uncultured	
699	0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	
700	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium_5	
701	0	Bacteria	Proteobacteria	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	uncultured	
702	0	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	LiUU-11-161	LiUU-11-161_ge	
703	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Kouleothrix	
704	0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	
705	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified	
706	0	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae_unclassified	
707	0	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	CK06-06-Mud-MAS4B-21	
708	0	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Incertae_Sedis	Syntrophorhabdaceae	Syntrophorhabdus	
709	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	
710	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	
711	0	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichales_fa	Microtrichales_ge	
712	0	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Candidatus_Hydrogenedens	
713	0	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	
714	0	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	GIF9_fa	GIF9_ge	
715	0	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Solimonadaceae_unclassified	
716	0	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillaceae_unclassified	
717	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Vulcanibacillus	
718	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	
719	0	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	PAUC26f	
720	0	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	
721	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	
722	0	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	
723	0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	uncultured	
724	0	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaetaceae_unclassified	
725	0	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	
726	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured	uncultured_ge	
727	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	
728	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcaceae_unclassified	
729	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
