otuId	Confidence	Kingdom	Phylum	Class	Order	Family	Genus	Species
972	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	
973	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_16	
974	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	
975	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	
976	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	
977	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis	Dethiosulfatibacter	
978	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	
979	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_ge	
980	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibacter	
981	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Limisphaera	
982	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	
983	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	SCADC1-2-3	
984	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum	
985	0	Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified	
986	0	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallales_unclassified	Victivallales_unclassified	
987	0	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio	
988	0	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	uncultured	
989	0	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallaceae_unclassified	
990	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
991	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	
992	0	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	
993	0	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadales_fa	Armatimonadales_ge	
994	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomycetaceae_unclassified	
995	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
996	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella	
997	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_2	
998	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	
999	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_5	
1000	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010	
1001	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	
1002	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	
1003	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Lutispora	
1004	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerobacterium	
1005	0	Bacteria	Firmicutes	Clostridia	Clostridiales	TTA-B61	TTA-B61_ge	
1006	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	
1007	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Kineosphaera	
1008	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	
1009	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina	
1010	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Thermosyntropha	
1011	0	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Zavarzinella	
1012	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	
1013	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	
1014	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Microscillaceae_unclassified	
1015	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Spirosomaceae_unclassified	
1016	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	
1017	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	
1018	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	
1019	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerosphaera	
1020	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Leadbetterella	
1021	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_unclassified	
1022	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	
1023	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthyaceae_unclassified	
1024	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI_clade	
1025	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
1026	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	
1027	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caloribacterium	
1028	0	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Family_III	Tepidanaerobacter	
1029	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	
1030	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Belliella	
1031	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fontibacter	
1032	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Runella	
1033	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans	
1034	0	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacteraceae_unclassified	
1035	0	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
1036	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerovibrio	
1037	0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pectinatus	
1038	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	uncultured	
1039	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfocella	
1040	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	
1041	0	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinales_fa	Actinomarinales_ge	
1042	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	
